,video_id,comments
160,hBzj71obzVc,"['--', 'miss fame 😍', 'love all of it, great choice of models, clothing absolutely fabulous!']"
161,T8lf_5qLIpc,['--']
162,pV0B1Z7v9kY,"['Amazing.Class, charisma & personality.', 'Dior beautiful 💯   Jisoo human Dior 👑 visual 💯🖤💗😘😘', 'The wall art is made in india 🇮🇳💗', 'Background music make me sleepy 😩', '💯❤❤❤❤', ""Love the way the long dress billows at 4:50. Actually, most of the long dresses have beautiful lines and fabrics that drape and move in a truly lovely way. I am enjoying the videography also, showing the elegance, grace, and even exuberance of how the models are walking. I have never understood why the models keeps their faces so expressionless. It's like they are walking zombies. This is a stunning collection, although I am a little disappointed that there isn't any spring color. Oh, and the art murals are fabulous, too."", 'Seems like the Twiggy look is making a comeback.', ""Best collection I've seen this year."", 'Nice video', 'Nice', 'Who is the third model?', 'Wow', '“Summer Solstice!”  Jonny Weiss “Love.”  Song.  ❤️ 🎶', 'This Collection is Gorgeous!', '🤗❤❤❤', 'Imma belieber now', 'Bellissima collezione.', 'Bravo bravo!!! Gives me 90s vibes.', 'I finally got my first Lady Dior!!! And it’s the vintage one! https://youtu.be/tlkiKyRB4jY', 'one of diors better shows in awhile with beach house also playing in the background <3']"
163,1Fx2q39mM1Q,"['I hope those masks are for the camera only lol 😂 \nAbsolutely love the skill and dedication to create these masterpieces and teamwork 👏', '--', '😍😍😍😍🤗🤗🤗😐🤗🤗🤗🤗👗👗👗👗👗👗🌹🌹🌹👗👗👗🌹🌹🌹🌹👗😍', 'Lovely❤️', 'Dior 💖']"
164,ftCMiaKaSH4,"['💖', '--', '😳 what delusion and full swing looks like when unimpeded by antipsychotics', 'great .....', 'Nice "" Fantastic', 'Beautiful but expensive', 'can’t wait to see jisoo wear these dresses', '댓글', 'These pieces look magical. I hope this inspires more masculine cuts with spring-timey embroidery/stoning onto the market. 🌸', 'I would not want to be with a man wearing sequins on anything. What percent work however, for women.', 'My son would look fabulous in that embroidered flower top. Omg.', 'It is so obvious that Soizic Pfaff loves her job', '💖', 'that feeling that the house of Dior for men 😍 began to do things better than for women ☺️', 'Everything about Dior is Perfect', 'Amazing!', 'Muito lindo! Perfeito!😍', 'I saw the live showing of Mens collection and loved it. Each piece was well thought out in terms of lines, cut, and color. But what really got me was the embroidery. It was calming, fresh, and dazzling. To see how everything was put together is a real treat. Thank you for sharing this with us.', 'divine', '昨日、八千代台まで電車に乗って、買い物に出かけて、裾あげの済んだ\n冬物のズボンの引き取りと、別のお店で、チュニックブラウス２着を、買ってしまった。半期に一度のクリアランスセールで、気に入ったので\n２着買った。今日洗ったので、明日以降、裏側の処置をするつもりで、います。もう満５９歳になって、幾らか過ぎ、左足の小指にできていた\n"" タコ "" も 良くなって、ブーツもはけるようになりました。１０年以上はいている、リーガルのショートブーツ。医療事務の仕事をしていた頃\n通勤時寒くて買ったブーツ。靴墨で磨いて、防水スプレーを振りかけ、もう一度、つや出しの為に磨く。\nよくもつブーツだと、思います。\n何年間かの間、日光浴を心がけ、\n毎午前に外出しています。でも、\nズボンをはくことが多いので、足は\n青白いです。今年の夏は、スカートもはいてみようと思っています。']"
165,n_BaX4S9kBQ,"['Amazing 👏🏻👏🏻👏🏻👏🏻', 'Beautiful men', 'Dior 💖', 'Homem virando mulher !! Aff!!', 'Bravo! \nMagnificent, Nostalgic, Elegant and very Chic. Haute Couture for Men, Merci!💜🥂', 'Nice', '🤍', 'J adore le bracelet', 'Stunning pieces. Bravo Kim Jones 😍', 'Fabulous']"
166,19tPA5DMV2I,"[""this is my favorite men's collection."", 'Incredible.', 'Alfaiataria Dior perfeita💛🇧🇷', 'wow', 'Magnifique', '♥️♥️♥️♥️♥️', 'Excellent craftmanship. Is it fully canvased or half canvased?', ""Always amazing clothes, good job Dior Men's  👏👏👏 fabulous collection 🤩🇲🇽"", '✊✍👊👊', 'Full Menswear behind the scenes documentary pleeeeeaaaase! 😭', '👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👌🏻👌🏻👍🏻❤', ""The sewing of the jacket's pliers is interesting."", '“Masculine fabrics” hmm', 'That visual at the waist cinch just looks way too out of place', 'Beautiful. Craftsmanship is superb. BUT you have to be slim to get away with it.', 'Wonderful ❤ I am very glad I subscribed to DIOR!', 'ㅇㅅㅇ', '😆 This is what happens to ""creativity"" when too many folks in the ateliers get an excess of booster shots.', 'beautiful!', 'The beautiful classic . Dior , for  ever']"
167,pPnxqwwrqGU,"['So beautiful. Dior 💖', 'I really loved this about the show, as it made the show look out of this world :) The clothing were excellent by the way. You place so much effort into the finer details of each piece, judging by some other videos I have seen. I love it.', 'Wonderful!', 'A lovely tour. Thank you ❤', '🙏🏼', 'Gold & a splash of Caroline Polacheck 💛', ""Belles photos, mais Paris, ça n'est pas que ça.... Hélas!!!!!!!""]"
168,aTWCN2uFhPE,"['Nice', '🔥🔥🔥', 'Great show', 'Dior is so classic ❤️❤️❤️', 'perfect light shade', 'I LIKE MEN DIOR FASHION', 'Wow great video ❤️❤️👍👍👍', 'Wow! Thats amazing 🥺🤩', 'Super super super 👍👍👍👍', 'God I can wear these clothes in the fall and winter in Paris.', 'Amazing 🤩', 'It is a beautiful collection. Una coleccion muy hermosa.', 'so good! :D', 'Me gusta el estilo, pero es todo muy igual.', 'Great use of slate but definitely gave me more spring summer vibes.', 'Gorgeous, so elegant and beautiful, by far my favourite collection', 'I will love to be apart of the job of modeling', 'Sublime,another level of elegance,best man collection 2022', 'What is the name of model on 3:45?', ""It's very versatile and extraordinary in a modern era to see such modest and humble people in an attire that is so impeccable...""]"
169,5eieFtExN8w,"['-', 'Everywhere you look-such beautiful clothing, such a beautiful country ❤', 'beautifull', '💯💯💯💯']"
170,TH-VH-4GfaI,"['-', 'First time I am seeing this and I am excited and really impressed!', ""Star icon is so deep story contained. I didn't know about star icon. Chanel is CC. Guerlan has a bee icon. Icon must need so Powerful energy. My icon is black butterfly. she is always aside my life."", '오유 그랫쪄 아가가 보고찌펏쪄🤍', 'I ❤️⭐️‘s. Such a lovely story. Dior will forever be my favorite house.', 'What a beautiful jewelery!', 'Нежно и спортивно совмещение,а раньше Диор делал только нарядные', '✨💛✨', 'Elegant and beautiful is this story, Dior is always amazing', 'That feels so romantic.\nI have never worn Dior ever in my life but I already feel the elegance and strong feminity and sophistication by just looking at it.\nWaiting to experience the Dior life one day.❤️', 'Wowwwwwwwwww sooo buteyful 👏👏👏👏👏👏❤❤❤❤❤❤💖💖💖💖😍😍😍😍😍', 'My name is ""Yıldız"" ,as """"Étoile""🌟', 'wonderful ☁', '💎Dior💎', 'I like this , it’s very insightful, this would be a great thing to post on Instagram or other social accounts', '*️⃣🪄⭐🪄🔤🪄🎆', 'Que hermosa esa estrella, tiene un encanto, un magnetismo impresionante. 😍🌟', 'North Star 🌟', '😁', 'Good Luck God Bless Lady Luck']"
171,N_lOnwZUNj4,"['-', 'Serenity !', '❤❤❤', 'I love the rose 🌹', 'The rings are really pretty!', '👍🏻❤️❤️🥰🥰👼🏻😍😘', 'Who could Not Love to GIVE or \nRECEIVE such a Marvelously\nDesigned and Beautifully\nConceived pieces of fine Gold \nand Diamond jewelry??!!!\nDIOR quality reflected in each\nwork of art. ♥️♥️♥️♥️♥️', 'The roses for ever to Dior .', 'If Sharon Tate and Catherine Deneuve had a child:', '🥱', 'Very BEAUTIFUL.\nLove & Light Dior. 💖', 'Wowwww💖💖💖💖💖💖💖❤❤❤❤❤❤❤👏👏👏👏👏👏👏', ""Really elegant jewelry! Where is the rose ring in the post?  That's an absolutely stunning piece of jewelry!"", 'C’est très jolie 🥰', 'I love Dior from Thailand.', 'Unique ❤❤❤', 'Joyas demasiado hermosas para un comercial tan simple', 'Девушка ангельской внешности', 'I love Dior❤️💚❤️', 'Incredible💓']"
172,n2gjPuIa_z0,"['My dream rings! ♥️', '-', 'Gorgeous!!!', 'Amazing beauty ❤', '😍🤩💕💖', '...perfect....', 'Brilliant', 'Its adorable how you make this this is all your dedication', 'Где купить?)', 'Wow soo beatiful', 'Making of another beautiful and fantastic masterpiece from Dior...😍❤❤', 'Absolutely stunning', 'BEAUTIFUL 🌹', 'Wow', 'First']"
173,C24KmHamLpM,"['💓 💓 💓 💓💓', '-', '❤❤❤', 'Simpley amazing 💜', 'хочу купить', 'So beautiful!', ""I'd have rather seen just the jewelry and the rose.It would have been great to have seen close ups of the jewelry so we could see the craftsmanship."", 'Elegance with perfection is what I see😍👏', '💖💖💖 Saudações do Brazil!', 'Wow', 'W VIDEO']"
174,xFs6O5gTMNs,"['-', 'Dior would have a heart attack but this is the future. Relevancy is key.', 'I love this!!', ""Life\n💖🌷🎵💦💖\nWhen you're\n\nBody\nHeart\nMind\nEyes\n\nFound, harmony & serenity - Everything is possible\n\n                                             🙏💞🙏 \n\n    ✨ Mom was right all along 💞 What’s on the inside does matter ✨\n\n                             “Dior ❤🌹❤ Vibe”\n\nAronne……✍ 🏎 🚲"", 'Amazing!', 'name model?', 'yes.']"
175,ymTZHspCNrk,"['Did you enjoy watching this documentary? Would you like to see more like this on our Youtube channel? Tell us in the comments section!', 'Amazing reportage!', 'Lived To Tell About It.......', 'Beautiful!', 'Couture is clearly a unique Fine Art, Bravo Dior! The Stewardship, the ‘voices’ from the past…so good!', 'I cried at the end…it touched my heart…my soul…my heritage…my roots…love you Greece🇬🇷❤️🧿🙏🏻 Beautyful collection😌', ""Would totally watch Aris in Paris. He's the sweetest"", 'Wonderful! I feel transported and inspired. Thank you.', 'https://youtu.be/MkpzkC6Lr9g', 'Bravo!', 'Great collaboration!', 'Absolutely magnificent. Film and show. I teared up at the finale. Incredibly stunning each piece was. I love how they showcased and paid respect to each artisan and artist that was involved in collaboration of the collection.', 'Thank you for sharing! \nI love the personal touch and care of humanity expression exploration reverberation incorporation and interpretation and Translations. ✌🏽❤️\u200d🔥🎶', '✨🌬🕊⚡️🌞145.', 'This is awesome\nAris is such a lovely guy', 'Iconic', 'Subs en español 😢😢✨✨', 'truely talent', 'Bravo to all involved in the making of this video. It is fascinating to see the collaborative process that runs like a thread through the creation of an incredibly beautiful garment. I enjoy watching the specialist artisan workers and their incredible talent in action and on display. There is so much for everyone involved in the process to learn and gain from one another. More videos like this involving haute couture and craftsmanship please. Merci.', 'arcaaaaaaaaaaa soundtrack']"
176,91jsP0OxufM,"['Χρόνια Πολλά της Ελλάδας μας — Ζήτω το Αθάνατο ‘21! 🇬🇷— Vive la France! 🇫🇷', '-', '❤️', '💜💜']"
177,b9idZ0jeX2s,"['-', 'Que belleza 😍💕 Adoraria  tenerlo así en esa  presentación...Bellísimo', 'Such a ugly bulky box for an overrated perfume.', 'pink!!? love itt', '🎁💐🌸💮🌺', 'Wow😍😍😍😍😍', 'S T U N N I N G 🌹🌸🌺🌷', 'Very beautifully made 😍', 'Amazing ❤️', 'Belleza hecha perfume\n🇪🇸MIA', 'Lindooooooooooo♡!', 'パッケージデザインに惹かれることって本当にあるんだ....', 'Miss dior es mi perfume favorito entre muchos moriría felicidad de tener este del video. ¿Es una edición especial dónde la puedo conseguir?', 'Esta lindeza será uma nova fragrância ? Maravilhosa...', 'Wow wow wow beautiful', 'Classy 💖💖 bag', 'Omg I want this! 😍', ""Que c'est beau !... ❤❤❤"", '💖', 'A DIGITAL Flower-Print on Canvas? GROUNDBREAKING!']"
178,ZLwJXrLvt70,"['Looking good', '❤️❤️❤️', '💜💜💜', 'Beautiful', 'Oi', 'why does she sounds like shes  seducing me', 'Beautiful', 'Massive like\nBeautiful gear', '💖', '🖤🖤', 'Women athlete! ❤️', 'Wow! Splendor!!! it looks so cool! 🌞🎬🎥👌🤩', 'She is so beautiful ✨', 'I love the prints']"
179,e-ODDBGkgog,"['Awwwww I love how playful it is', '-', 'Haha! He come from Germany. Is so cool! The first artist from Germany for Dior!! 💕', ""j'adore cette série et quelle idée merveilleuse de décliner un même objet par différentes personnalités. En revanche le commentaire sonore est de très mauvaise qualité, son anglais est incompréhensible !  Il ferait mieux de parler français avec des sous-titres en anglais cela servirait mieux sa cause."", 'Wow 💕', 'جميل', 'OMG!Its so primitive for name Dior!Грусть грустная и ужас ужасный(((Дом Диор нынче в упадке.Как жаль.', 'Why does the moderator talk like that lol', 'W😯w! I L❤VE IT.', 'สวยมาก', 'สวยมาก', 'Love the cloud bag…. Gorgeous!!!']"
180,LJKMndQR26Y,"['Beautiful', '-', 'I love it ❤', 'DI😯R!!']"
181,NSR-0sE4RkM,"[""I've always loved her work. She's so dear to me. I hope i can see her work in person some day"", 'Beautiful 💛💛', '-', 'Beautiful.... timeless', 'Wow how to buy these creations!!! Super special', '.', ""The best Dior Lady art I've seen so far"", 'My Favourite in this series :))', 'Obviously a work of art but these are just sooo beautiful. The hardware, the overlay, just stunning.', 'WOW! STUNNING! ❤❤❤👏👏👏', 'W😯w!!', 'Perfection!', 'So beautiful!']"
182,dKBV1d-1g9U,"['-', 'Omg the ascent it’s soooo……..french I love it his ascent is really nice', 'In love', 'Great bag!!!💯💯💯', 'This piece of art deserve to be called an art. The details and everything worth the money, it’s not “just cherry prints bag that discontinued and become more expensive for absolutely no reason”.', 'Tinier , better . Treat lady with manner', 'Qué hermosa creación, arte por donde se mire!!!!', 'This is the most beautiful handbag I have ever seen in my entire life! Wow, congratulations!', ""Wow. This is 😍  I can't wait to get one to celebrate this piece of art"", 'oh dear lord where can u get my hands on this \nId pay any price to get it 😭\nA work of art quite literally', '❤️❤️❤️❤️', 'This one is my favorite so far!', 'Good Lord, her style is absolutely magnificent! Ive never seen such a beautiful bag!', 'So beautiful design', 'I love that thick french accent =)))', 'Wow', ""Gorgeous bag of Dior. It's an art!!"", 'Gorgeous', 'Please collab with South African visual artist, Karabo Poppy…', ""😨 omllll it's so beautiful""]"
